"Tipus ens","Nom ens","Règim jurídic d'aplicació","Escala","Subescala","Categoria","Grup","Subgrup","Temporalitat","Gènere","Nombre"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Interí i temporal","H","25"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Interí i temporal","D","38"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Fix","H","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Fix","D","9"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Interí i temporal","H","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Interí i temporal","D","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Fix","D","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Fix","H","30"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Fix","D","9"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Fix","H","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Fix","D","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Fix","H","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Fix","D","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Fix","D","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Fix","H","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Fix","D","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Interí i temporal","H","9"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Interí i temporal","D","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Interí i temporal","H","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Interí i temporal","H","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Interí i temporal","D","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Llicenciatura","A1","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Llicenciatura","A1","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Diplomatura","A2","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Diplomatura","A2","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Batxillerat - FP2","C1","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Batxillerat - FP2","C1","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Graduat escolar - FP1","C2","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Graduat escolar - FP1","C2","Interí i temporal","D","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Certificat d'escolaritat","E","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Certificat d'escolaritat","E","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Altres","","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","PERSONAL LABORAL CONJUNTURAL","","","","Altres","","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","DIRECTIUS","","","","Directius","","Fix","H","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","DIRECTIUS","","","","Directius","","Fix","D","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A1","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A1","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A2","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A2","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL EVENTUAL"," ","","","De confiança o d'assessorament","C1","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C1","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C2","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C2","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Fix","D","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Interí i temporal","H","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Interí i temporal","D","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Fix","D","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Fix","H","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Fix","D","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Fix","D","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Fix","H","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Fix","D","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Interí i temporal","H","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Interí i temporal","D","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Fix","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Fix","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Fix","D","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Interí i temporal","H",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Interí i temporal","D",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Fix","H",""
