"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcformat","dcformatextent","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","Unnamed: 28"
"Consell Tributari Municipal (Barcelona)","Barcelona","","2006-03-01","2006","","application/pdf","5 p.",-21935.0,"Núm. Exp. 1222/4","consells","","http://hdl.handle.net/11703/89376","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Inspecció fiscal. Sancions econòmiques","Hisenda","dictàmens","","Executivitat de la sanció (1222/4)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2012-06-25","2012","","application/pdf","5 p.",16607.0,"Núm. Exp. 75/12","consells","","http://hdl.handle.net/11703/87325","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Exempció d'impostos","Hisenda","dictàmens","","Partits polítics (75/12)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2001-09-12","2001","","application/pdf","5 p.",16596.0,"Núm. Exp. 466/1","consells","","http://hdl.handle.net/11703/87276","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Exempció d'impostos","Hisenda","dictàmens","","Béns municipals afectes a l'ús o servei públic. Concessió d'aparcament (466/1)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2013-09-04","2013","","application/pdf","5 p.",16808.0,"Núm. Exp. 148/13","consells","","http://hdl.handle.net/11703/87177","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua","Hisenda","dictàmens","","Sanció. Interpretació raonable de la norma (148/13)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2004-01-19","2004","","application/pdf","3 p.",16982.0,"Núm. Exp. 42/3","consells","","http://hdl.handle.net/11703/87268","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals","Hisenda","dictàmens","","Interpretació estricta (42/3)","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2009","2008","2008","","application/pdf","11 p.",11487.0,"","consells","","http://hdl.handle.net/11703/87141","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Política fiscal","Sector públic. Hisenda","dictàmens. ordenances fiscals","","Dictamen sobre les Ordenances fiscals 2009","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2016-01","2016-02","","application/pdf","4 p.","","Ref. 482/15","consells","","http://hdl.handle.net/11703/86510","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","dictàmens","","Subjecció a l'impost de plus vàlua: Aportació de béns que no constitueixen branca d'activitat","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2007","2006","2006","","application/pdf","11 p.",11490.0,"","consells","","http://hdl.handle.net/11703/87139","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Política fiscal","Sector públic. Hisenda","dictàmens. ordenances fiscals","","Dictamen sobre les Ordenances fiscals 2007","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2006-02-27","2006","","application/pdf","4 p.",16617.0,"Núm. Exp. 1170/4","consells","","http://hdl.handle.net/11703/87163","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris","Hisenda","dictàmens","","Revisió del valor cadastral. Competència (1170/4)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2007-03-12","2007","","application/pdf","5 p.",16797.0,"Núm. Exp. 973/4","consells","","http://hdl.handle.net/11703/87357","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua. Exempció d'impostos","Hisenda","dictàmens","","Aportació de béns a la societat conjugal i dissolució d'aquesta el mateix dia. Frau de Llei (973/4)","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2014","2013","2013","","application/pdf","69 p.",13113.0,"","consells","","http://hdl.handle.net/11703/87132","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Pressupostos municipals","Sector públic. Economia","dictàmens. pressupostos","","Dictamen sobre els pressupostos generals de l'Ajuntament de Barcelona 2014","","text",""
"Sindicatura de Greuges de Barcelona","Barcelona","","2013-11-20","2016-11-30","","application/pdf","4 p.","","Núm. Exp. 13O000001-MB","","Mandat 2011-2015","http://hdl.handle.net/11703/99226","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Indigents","","dictàmens","","Decisió de la síndica de greuges referent a l'actuació d'ofici iniciada el 8 de gener de 2013 en matèria de persones sense llar","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2003-10-15","2003","","application/pdf","3 p.",16680.0,"Núm. Exp. 712/2","consells","","http://hdl.handle.net/11703/87318","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Estimació de la base imposable","Hisenda","dictàmens","","Realització de cales (712/2)","","text",""
"Sindicatura de Greuges de Barcelona","","2016. 2017","2017-06-30","2017-07-13","","application/pdf","7 p.","","Núm. Exp.: 16Q000785. Núm. Exp.: 16Q000940","","","http://hdl.handle.net/11703/105073","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Reclamacions. Estàtues. Franco Bahamonde, Francisco","Cultura i oci","dictàmens","","Decisió de la Síndica de Greuges referent a les queixes presentades en relació amb l'exposició d'una estàtua eqüestre de Franco","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2005-05-30","2005","","application/pdf","6 p.",16775.0,"Núm. Exp. 220/4. Impost sobre l'increment de valor dels terrenys de naturalesa urbana - Exempcions","consells","","http://hdl.handle.net/11703/87200","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Exempció d'impostos","Hisenda","dictàmens","","Patrimoni històric artístic (220/4)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2013-06-26","2013","","application/pdf","8 p.",16678.0,"Núm. Exp. 23/13","consells","","http://hdl.handle.net/11703/87204","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Exempció d'impostos","Hisenda","dictàmens","","Oficines de serveis ferroviaris: no exemptes (23/13)","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","","2007","2007","","application/pdf","9 p.",17640.0,"","consells","","http://hdl.handle.net/11703/87118","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Contractes administratius","Sector públic. Economia. Societat i benestar","dictàmens","","Dictamen exploratori sobre les clàusules socials en els plecs de contractació pública","","text",""
"Sindicatura de Greuges de Barcelona","Barcelona","","2012-05-10","2012","","application/pdf","6 p.",17238.0,"","","","http://hdl.handle.net/11703/87113","cat","Sindicatura de Greuges de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics. Civisme","Societat i benestar. Sector públic","dictàmens","","Decisió de la Síndica de Greuges referent a la queixa presentada en matèria d'ús de l'espai públic","","text",""
"Sindicatura de Greuges de Barcelona","","","2017-01-27","2017-03-27","","application/pdf","8 p.","","Exp.:  16Q000474-ES","","","http://hdl.handle.net/11703/100993","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Desplaçaments en bicicleta. Vies ciclistes. Vianants. Mobilitat urbana","Transport","dictàmens","","Decisió de la Síndica de Greuges referent a la queixa presentada per tramitació en matèria de circulació de vehicles","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2003-11-24","2003","","application/pdf","6 p.",17008.0,"Núm. Exp. 605/2","consells","","http://hdl.handle.net/11703/87299","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Procediment administratiu. Impostos locals","Hisenda","dictàmens","","Mandatari autoritzat per pagar el tribut (605/2)","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","","2000","2010","Es basa en l'Ordenança municipal d'activitats i d'intervenció integral de l'administració ambiental de Barcelona [http://hdl.handle.net/11703/89255]","application/pdf","4 p.",17648.0,"","consells","","http://hdl.handle.net/11703/87359","cat","Consell Econòmic i Social de Barcelona","","http://hdl.handle.net/11703/89255","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Medi ambient. Contaminació (Tecnologia)","Economia. Medi ambient","dictàmens","","Sobre l'Ordenança municipal d'activitats i d'intervenció integral de l'administració ambiental de Barcelona : dictamen","","text",""
"Consell de Ciutat de Barcelona","","2015","2014-11-10","2014-10","","application/pdf","29 p.","","","consells","","http://hdl.handle.net/11703/98093","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Indicadors econòmics. Indicadors socials. Planificació estratègica. Política i govern","Hisenda. Sector públic","dictàmens","","Dictamen sobre l'estat de la ciutat i prioritats pressupostàries municipals, 2015","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2003-09-08","2003","","application/pdf","8 p.",16773.0,"Núm. Exp. 1016/2","organismes autònoms. consells","","http://hdl.handle.net/11703/87156","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua. Exempció d'impostos. Deduccions fiscals","Hisenda","dictàmens","","Interpretació finalista o teleològica (1016/2)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2007-10-22","2007","","application/pdf","5 p.",16805.0,"Núm. Exp. 84/7","consells","","http://hdl.handle.net/11703/87340","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua","Hisenda","dictàmens","","Dissolució de societat en règim de transparència fiscal (84/7)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2005-04-20","2005","","application/pdf","3 p.",16835.0,"Núm. Exp. 105/4","consells","","http://hdl.handle.net/11703/87159","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Sancions econòmiques. Reclamacions","Hisenda","dictàmens","","Falta de notificació de la providència de constrenyiment (105/4)","","text",""
"Sindicatura de Greuges de Barcelona","Gràcia (Barcelona : Barri)","","2016-05-13","2016-07-08","","application/pdf","6 p.","","","","Mandat 2015-","http://hdl.handle.net/11703/97718","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Llicències (Negocis). Turisme i urbanisme. Turisme urbà. Allotjament turístic. Contaminació acústica","Comerç. Turisme","dictàmens","","Decisió de la síndica de greuges referent a la queixa presentada per l'Associació de Veïns i Veïnes i Comerciants de la plaça del Diamant i entorns i de l'Associació de Veïns i Veïnes de la Vila de Gràcia, en matèria de llicència d'activitat econòmica","","text",""
"Sindicatura de Greuges de Barcelona","Barcelona","","2016-05-30","2016-06-20","","application/pdf","9 p.","","Exp. 15Q000308-MO","","","http://hdl.handle.net/11703/97482","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escoles bressol. Reclamacions. Qualitat total en l'educació","Educació","dictàmens","","Decisió de la síndica de greuges referent a la queixa presentada per la plataforma Escoles Bressol indignades, en matèria d'educació.","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","1998-03-25","1998","","application/pdf","5 p.",16836.0,"Núm. Exp. 846/97","consells","","http://hdl.handle.net/11703/87341","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Procediment administratiu. Notificació (Dret). Impostos locals","Hisenda","dictàmens","","Entitat bancària per domiciliació del pagament (846/97)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2002-01-09","2002","","application/pdf","5 p.",16623.0,"Núm. Exp. 570/5","consells","","http://hdl.handle.net/11703/87295","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris","Hisenda","dictàmens","","Titular del dret d'ús d'una plaça de parquing de concessió municipal (570/5)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2002-05-27","2002","","application/pdf","8 p.",16505.0,"Núm. Exp. 144/1","consells","","http://hdl.handle.net/11703/87173","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos sobre activitats econòmiques. Exempció d'impostos","Hisenda","dictàmens","","Dictamen relacionat amb la Llei 24/1992. Acord amb la Santa Seu (144/1)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2009-10-19","2009","","application/pdf","3 p.",16940.0,"Núm. Exp. 1/9","consells","","http://hdl.handle.net/11703/87153","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Espais públics","Hisenda","dictàmens","","Fet imposable. Vetlladors (1/9)","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","","2005","2005","","application/pdf","22 p.",17644.0,"","consells","","http://hdl.handle.net/11703/87123","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Ordenances municipals. Civisme","Societat i benestar. Sector públic","dictàmens","","Dictamen sobre el projecte d'Ordenança de mesures per fomentar i garantir la convivència ciutadana a la ciutat de Barcelona","","text",""
"Consell de Ciutat de Barcelona","Barcelona","2010. 2011. 2012. 2013. 2014. 2015","2009","2009","","application/pdf","11 p.",3226.0,"","consells","","http://hdl.handle.net/11703/87363","cat","Consell de Ciutat de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Turisme urbà","Turisme","dictàmens","Pla Estratègic de Turisme de la Ciutat de Barcelona 2010-2015","Fase de diagnosi i proposta estratègica del Pla estratègic de turisme de la ciutat de Barcelona : dictàmen, 1a fase, 21 de desembre del 2009","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","1998-03-25","1998","","application/pdf","3 p.",16837.0,"Núm. Exp. 933/4","consells","","http://hdl.handle.net/11703/87351","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Procediment administratiu. Notificació (Dret)","Hisenda","dictàmens","","Procediment administratiu. Falta de representació del signant (933/4)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2001-04-23","2001","","application/pdf","3 p.",16960.0,"Núm. Exp. 255/0","consells","","http://hdl.handle.net/11703/87214","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals","Hisenda","dictàmens","","Devolució d'ingressos indeguts per error del contribuent (255/00)","","text",""
