"Tipus ens","Òrgan contractant","Número de contracte","Tipus de contracte","Objecte contracte","Preu inicial del contracte","Data formalització pròrroga","Preu de la pròrroga","Data inici pròrroga","Data final pròrroga","Número pròrroga"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2015MOB074CAL01P001"," Servei ","Prórroga dels sistemes d´alimentació ininterrompuda (SAI) de BSM","202750.00","01/12/2019","41187.50","01/12/2019","30/11/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AJCC068SL01P003"," Subministrament ","Prórroga Contracte Subministrament i gestió dels serveis necessaris per tal de dotar als treballadors/es de BSM del vestuari  per les diferents activitats de BSM, amb suport als processos d'inserció socio laboral i exclusió social","1831880.11","29/07/2019","610626.70","31/08/2019","30/08/2020","3"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AJCC157SL01P001"," Subministrament ","Prórroga Subministrament d’entrades de paper tèrmic per a les unitats de BSM que ho requereixin","26375.00","10/04/2019","12950.00","23/04/2019","23/04/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AJCC161CAL01P005"," Servei ","Prórroga Contracte de serveis de vigilància i serveis auxiliars a les dependències de Barcelona de Serveis Municipals SA amb suport als processos d'inserció socio laboral i d'exclusió social: lot 1 (Fòrum i Zoo) i Lot 2 (oficines BSM Calabria)","860857.91","27/02/2019","414818.96","01/04/2019","30/10/2019","5"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AJCC161CAL01P006"," Servei ","Prórroga Contracte de serveis de vigilància i serveis auxiliars a les dependències de Barcelona de Serveis Municipals SA amb suport als processos d'inserció socio laboral i d'exclusió social: lot 1 (Fòrum i Zoo) i Lot 2 (oficines BSM Calabria)","860857.91","27/03/2019","88306.91","01/11/2019","01/01/2020","6"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AJCC161CAL02P002"," Servei ","Prórroga Contracte de serveis de vigilància i serveis auxiliars a les dependències de Barcelona de Serveis Municipals SA amb suport als processos d'inserció socio laboral i d'exclusió social: lot 1 (Fòrum i Zoo) i Lot 2 (oficines BSM Calabria)","31220.00","13/03/2019","7800.00","13/03/2019","12/06/2019","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AO022CAL01P001"," Servei ","Prórroga Servei de manteniment de zones enjardinades gestionades per Barcelona de Serveis Municipals, SA.","782100.00","25/09/2019","260700.00","25/09/2019","25/09/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AO084CAL01P001"," Servei ","Prórroga Contracte relatiu al servei de manteniment preventiu correctiu predictiu i normatiu de les instal-lacions de video pantalles, marcadors i CATV del Palau Sant Jordi, Estadi Olímpic, Lluís Companys, volum tècnic central, galeries i esplanada Olímpica","396000.00","06/11/2019","122000.00","06/11/2019","05/11/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AO168CAL01P01"," Servei ","Prórroga Contracte relatiu als serveis destinats a posar a disposició de Barcelona de Serveis Municipals SA equips de so i il.luminació per a ser instal.lats a la Sala del Sant Jordi Club del Palau Sant Jordi (Escenografia fixa)","160000.00","11/02/2019","80000.00","11/02/2019","10/02/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016MANT015CAL01P002"," Servei ","Prórroga Contracte relatiu al manteniment preventiu, correctiu i predictiu dels equips de bombeig de les Divisions d'Aparcaments, Transports i Unitat Fòrum de Barcelona Serveis Municipals, SA","96200.00","29/04/2019","24050.00","29/04/2019","28/10/2019","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016PMO080CAL01P002"," Servei ","Prórroga Contracte relatiu als Serveis Auxiliars d'Informació i atenció al client de les dependències de Parc Montjuïc, amb incorporació de clàusules que fomenten l'eficiència social","107620.00","04/07/2019","22770.00","04/07/2019","03/01/2020","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016RRHH013CAL01P004"," Servei ","Prórroga Servei de vigilància de la salut i assistència mèdica i primers auxilis als visitants del Parc Zoologic i al personal BSM","428000.00","27/03/2019","13179.17","01/04/2019","30/04/2019","4"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016RRHH151CAL01P002"," Servei ","Prórroga Contracte relatiu als Serveis mèdics i tècnics necessaris per a la correcció de l’absentisme com a conseqüència d’incapacitat temporal per contingències comuns (ITCC) i serveis de gestió tant a nivell mèdic com legal de les patologies tributàries d’incapacitat permanent total o absoluta (IPT o IPA).","77555.00","18/09/2019","19422.50","18/09/2019","17/09/2020","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016SIST020SL01P001"," Subministrament ","Prórroga Contracte relatiu al subministrament i Manteniment de Nous Dispositius Mòbils més versàtils per les tasques relacionades amb el control d'accés i la pròpia gestió de tasques per l'atenció a l'usuari al Park Güell","128548.13","20/03/2019","18334.37","20/03/2019","19/03/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016SIST024CAL01P001"," Servei ","Prórroga Contracte relatiu al subministrament d'equips en alta disponibilitat balancejadora  accelador de càrrega d'aplicacions, i el seu manteniment per a Barcelona Serveis Municipals, SA","56254.00","13/03/2019","8150.50","13/03/2019","12/03/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016SIST026CAL01P003"," Servei ","Prórroga Contracte relatiu al Manteniment integral d'aplicacions software crítiques, incloent els seus evolutius, adaptatius i correctius per Barcelona de Serveis Municipals, SA","267480.00","20/03/2019","133740.00","26/05/2019","25/05/2020","3"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016SIST027SL01P001"," Subministrament ","Prórroga Contracte relatiu al subministrament de llicències, serveis professionals, manteniment, formació i suport, de la plataforma Commvault Simpana backup and recovery per a Barcelona de Serveis Municipals,SA","113680.00","10/04/2019","34329.99","10/04/2019","09/04/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016SIST127CAL01P002"," Servei ","Prórroga Contracte relatiu als serveis d'assistència tècnica especialitzada per Barcelona de Serveis Municipals, SA i amb empreses del grup","268770.00","30/10/2019","154025.00","30/10/2019","29/10/2020","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016SIST150CAL01P001"," Servei ","Prórroga Dret d'ús i servei de desenvolupament, migració, implantació, manteniment i suport de l'eina software de gestió de l'estació d'autobusos de Barcelona Nord, així com subministrament i instal·lació d'equips.","129690.00","25/04/2019","9700.09","25/04/2019","24/04/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016TRA033CAL01P003"," Servei ","Prórroga Servei de Vigilància i auxiliars de serveis corresponent als dipòsits municipals de Grues, Centre de Control de Mobilitat, Estació d'autobusos Barcelona Nord i Aparcaments, amb suport als processos d'inserció socio laboral i d'exclusió social","2813478.56","05/06/2019","1688087.14","05/06/2019","04/06/2020","3"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016TRA169CAL01P001"," Servei ","Prórroga Contracte relatiu al servei de retirada i moviment de vehicles de la via pública i instal.lacions de BSM","842391.00","27/02/2019","421195.50","27/02/2019","26/02/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017ACI055CAL01P003"," Servei ","Prórroga Contracte serveis consistents en la intervenció d'agents cívics en grans esdeveniments de Ciutat o en accions concretes de suport","66600.00","27/03/2019","22200.00","01/04/2019","30/06/2019","3"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017ADM142SL01P001"," Subministrament ","Prórroga Contracte relatiu al subministrament de vals d'àpats pels treballadors de Barcelona de Serveis Municipals SA","100000.00","16/10/2019","50000.00","16/10/2019","15/10/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AJCC020CAL01P001"," Servei ","Prórroga Contracte relatiu als serveis de missatgeria per a les divisions de Barcelona de Serveis Municipals, SA ","64046.92","22/05/2019","32115.00","22/05/2019","21/05/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AJCC023CAL01P002"," Servei ","Prórroga Contracte relatiu al servei de lloguer, instal.lació i manteniment de lavabos químics per Barcelona de Serveis Municipals, SA","88000.00","11/02/2019","48400.00","11/02/2019","10/02/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AJCC028CAL01P001"," Servei ","Prórroga Contracte relatiu al servei de neteja d'espai públic post events amb subminitrament de contenidors i servei de gestió de residus, amb suport als processos d'exclusió social i inserció laboral ","298622.00","02/05/2019","149311.00","02/05/2019","01/05/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AJCC065CAL01P001"," Servei ","Prórroga Contracte relatiu al servei de lloguer, transport, instal.lació i desmuntatge de tanques per diferents usos i actuacions de Barcelona de Serveis Municipals, SA i Parc d'Atraccions del Tibidabo, SA","213664.53","22/05/2019","106832.26","22/05/2019","21/05/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AJCC146CAL01P002"," Servei ","Prórroga Adhesió a l'Acord Marc de l'Ajuntament pels serveis de taxi per al trasllat de personal de l'Ajuntament de Barcelona i dels organismes adherits en el desenvolupament de les seves tasques professionals.","3728.00","29/07/2019","4245.00","21/08/2019","15/09/2021","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AJCC146CAL01P003"," Servei ","Prórroga Adhesió a l'Acord Marc de l'Ajuntament pels serveis de taxi per al trasllat de personal de l'Ajuntament de Barcelona i dels organismes adherits en el desenvolupament de les seves tasques professionals.","3728.00","04/09/2019","11346.00","10/11/2019","09/11/2021","3"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AJCC178SL01P002"," Subministrament ","Prórroga Adhesió de BSM al Contracte de Subministrament Global de Carburants mitjançant targeta pels vehicles de l'Ajuntament de Barcelona i entitats del seu Sector Públic dependents","123300.00","04/12/2019","173567.49","04/12/2019","03/12/2020","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AO019CAL01P002"," Servei ","Prórroga manteniment preventiu, correctiu, conductiu, predictiu i normatiu,  i servei d’assistència als actes amb servei de 24/365 del Servei de Falconeria de l’Anella Olímpica de B:SM ","140400.00","11/02/2019","21000.00","01/04/2019","31/10/2019","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AO029CAL01P001"," Servei ","Prórroga Contracte relatiu als serveis destinats a posar a disposició de Barcelona de Serveis Municipals, SA equips d'il.luminació per a ser instal.lats a la Sala Jordi Club del palau Sant Jordi (Escenografia fixa)","94000.00","06/03/2019","47000.00","06/03/2019","05/03/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AP025CAL01P001"," Servei ","Prórroga Contracte relatiu al servei de delineació i manteniment de la cartografia de l'estacionament regulat a la ciutat de Barcelona","156448.00","19/06/2019","62579.20","19/06/2019","18/05/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AP077CAL01P002"," Servei ","Prórroga Contracte relatiu al manteniment integral per la prevenció i control de la legionel·losis en diverses dependències de Barcelona de Serveis Municipals, SA","54460.00","29/07/2019","28230.00","01/08/2019","31/07/2020","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017AP156CAL01P001"," Servei ","Prórroga Contracte relatiu al servei de fil musical i revisió dels equips de megafonia de les dependències dels aparcaments de Barcelona de Serveis Municipals ","48000.00","06/11/2019","9186.00","18/11/2019","17/11/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017CONS094CAL01P001"," Servei ","Prórroga Contracte d'un gestor de subministrament energètic i d'aigua dels edificis gestionats per Barcelona de Serveis Municipals SA","23350.40","13/03/2019","23350.40","28/03/2019","27/03/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017CONS094CAL02P001"," Servei ","Prórroga Contracte d'un gestor de subministrament energètic i d'aigua dels edificis gestionats per Barcelona de Serveis Municipals SA","2650.00","27/03/2019","2770.00","27/03/2019","26/03/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017PKG054CAL01P002"," Servei ","Prórroga Contracte relatiu al servei de visites culturals guiades al Park Güell","418230.00","20/03/2019","104557.50","17/06/2019","16/09/2019","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017RRHH145SL01P001"," Subministrament ","Prórroga Subministrament, instal•lació, retirada i servei de manteniment d’equips de reanimació cardiopulmonar per Barcelona de Serveis Municipals, S. A.","17703.00","18/12/2019","1596.00","18/12/2019","17/12/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017SIST075CAL01P001"," Servei ","Prórroga Contracte relatiu als serveis d'assessorament, manteniment, actualització, desenvolupament, millora, integració i formació de la plataforma de monitorització Nagios per a Barcelona de Serveis Municipals, SA","50400.00","29/05/2019","25200.00","07/07/2019","06/07/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017SIST096SL01P001"," Subministrament ","Prórroga Contracte relatiu al subministrament de llicències, manteniment, suport, atenció a peticions i serveis professionals de la plataforma Commvault Simpana backup and recovery per a Barcelona de Serveis Municipals SA","121500.00","10/04/2019","59250.00","15/05/2019","14/05/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017SIST099CAL01P002"," Servei ","Prórroga Contracte relatiu al subministrament, llicenciament, serveis d'alta, instal.lació, configuració, posada en marxa i manteniment del servei d'emailing professional Appliance On Premises per a Barcelona de Serveis Municipals SA","112512.35","29/07/2019","10651.50","08/09/2019","07/12/2019","2"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018IDI133CAL01P001"," Servei ","Prórroga Servei de manteniment de dades i funcional d’un model d’anàlisi de les dades de registre en places DUM que permet obtenir una predicció de l’estacionament en calçada","28400.00","25/09/2019","28400.00","09/11/2019","08/11/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018PGIS097CAL01P001"," Servei ","Prórroga Servei de manteniment de dades i funcional del model d’anàlisi de les dades de pagament de l’estacionament en calçada que permet predir l’ocupació de l’estacionament en les places d´Àrea Blava de la ciutat de Barcelona.","27000.00","25/09/2019","27000.00","27/10/2019","26/10/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018RRHH040CAL01P001"," Servei ","Pròrroga del contracte relatiu al servei de suport al Software de Meta4 PeopleNet i actualització als últims Service packs tecnològics, tant tecnològics com funcionals, alliberats per Meta4 per a la plataforma de PeopleNet en els mòduls llicenciats per a Barcelona de Serveis Municipals SA","46904.41","27/02/2019","46904.41","20/03/2019","19/03/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018RRHH156CAL01P001"," Servei ","Prórroga serveis per la impartició de formació d’ofimàtica presencial I online.","13560.00","13/11/2019","13560.00","13/11/2019","12/11/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018RRHH156CAL02P001"," Servei ","Prórroga  serveis per la impartició de formació d’ofimàtica presencial I online.","3390.00","13/11/2019","3390.00","13/11/2019","12/11/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018RRHH157CAL01P001"," Servei ","Prórroga serveis de formació en la conducció de vehicles impartits per una autoescola de treballadors de BSM","87690.00","13/11/2019","87690.00","13/11/2019","12/11/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018SIST054CAL01P001"," Servei ","Prórroga Servei de subministrament, desenvolupament, configuración, parametrització, instal·lació i posta en marxa d'un sistema de videovigilància per l'Estació d'autobusos Barcelona Nord i l'estació de Fabra i Puig.","252368.00","23/10/2019","36000.00","23/10/2019","22/10/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018SIST080CAL01P001"," Servei ","Prórroga Serveis de Suport i Manteniment de l'aplicació de la contractació pública per a Barcelona de Serveis Municipals, S.A.","26100.00","15/07/2019","26100.00","15/07/2019","14/07/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018SIST101CAL01P001"," Servei ","Prórroga Servei de Backup en Cloud Azure per a Barcelona de Serveis Municipals S.A. Procediment simplificat sumari","43840.00","29/05/2019","18266.66","29/05/2019","28/05/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018SIST208CAL01P001"," Servei ","Prórroga Contracte relatiu al servei de veu, dades i Internet pels mòbils de les Grues Municipals de BSM, com a línia de Backup en cas de que la línia principal no funcioni.","24480.00","23/10/2019","24480.00","23/10/2019","22/10/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018TRA033CAL01P001"," Servei ","Prórroga Contracte relatiu al servei de manteniment preventiu, neteja i reparació de gats hidràulics pel servei de grua","32977.00","27/02/2019","32979.08","27/02/2019","26/02/2020","1"
"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","15-CAO-67"," Serveis ","Serveis d’implantació d’una solució ERP de SAP a L’Auditori ","315810.00","20/03/2019","0.00","20/03/2019","31/12/2019","4a"
"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","16-CAO-233"," Administratiu especial ","Contracte administratiu especial d’explotació del servei de cafeteria, restaurant i càtering de L’Auditori","35.000 (**)","20/06/2019","35.000 (**)","21/07/2019","20/07/2020","1a"
"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","18-CAO-23"," Serveis ","Assistència tècnica a la gestió tècnica de manteniment i serveis generals de l’Auditori","288348.18","15/05/2019","288348.18","16/07/2019","15/07/2020","1a"
"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","18-CAO-24"," Serveis ","Serveis de conducció i manteniment de les instal·lacions de L’Auditori","288444.83","07/06/2019","288444.83","31/07/2019","30/07/2020","1a"
"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","18-CAO-30"," Serveis ","Serveis de suport informàtic del Consorci de l’Auditori i l’Orquestra","147378.00","31/05/2019","147378.00","01/06/2019","31/05/2020","1a"
"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","18-CAO-291"," Serveis ","Pròrroga del contracte de serveis de vigilància i seguretat del Consorci de l’Auditori i l’Orquestra signat en data 21 de gener de 2019, derivat de l’Acord marc de serveis de vigilància i seguretat de la Comissió Central de Subministraments (Exp. 2017 4)","385209.55","02/11/2019","385209.55","01/01/2020","31/12/2020","1a"
"CONSORCIS","CONSORCI DE BIBLIOTEQUES DE BARCELONA","2015_0073"," Serveis ","Serveis de disseny, creativitat i aplicació de la imatge gràfica/corporativa de Biblioteques de Barcelona","111029.60","29/06/2017","111029.60","01/08/2017","31/07/2019","1a"
"CONSORCIS","CONSORCI DE BIBLIOTEQUES DE BARCELONA","2015_0078"," Serveis ","Serveis d'impremta i distribució del material de difusió de la programació d'activitats de Biblioteques de Barcelona","91001.68","15/11/2017","91001.68","21/11/2017","20/11/2020","1a"
