"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 24"
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 2. Eixample. Corts Catalanes, Gran Via (Barcelona)","","1993-01-01","2002-01-01","Data aproximada; bibliografia: Vázquez Montalbán, Manuel, ""Barcelona fuente a fuente"". Barcelona : REPSOL, 1990;  ""Barcelona art i aigua"". Barcelona : Aldina, 1986. Vallmitjana Barbany, Venanci. Primer pla d'un de la font Diana, esculpida   en marbre i que representa a la deessa de   la caça.   Fou creada per Venanci Vallmitjana. Va ser  adquirida per l'Ajuntament el 1913.  S'ubica a la gran via de les Corts Catalanes.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","996. NEUFON657_25",32.0,"http://hdl.handle.net/11703/74377","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. Escultures i monuments. VALLMITJANA BARBANY, Venanci","Font de Diana","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1994-10-17","2002-01-01","","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1559. NEUQUIPAR1401_4",49.0,"http://hdl.handle.net/11703/74938","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","Quiosc de parada d'un mercat","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Catalunya, Rambla (Barcelona)","","1996-03-12","2002-01-01","Ajuntament de Barcelona. Servei d'Elements Urbans. Pla general on es mostra un gual de   vianants-120 a la rambla de Catalunya.   Hi destaca el paviment de la vorera, fet   amb panot estriat de formigó comprimit.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1384. NEUGUA1605_33",44.0,"http://hdl.handle.net/11703/74764","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","GUALS. ELEMENTS URBANS","Gual vianants 120","image",""
"Projecte de revisió del Catàleg Arquitectònic","Barcelona. Districte 1. Ciutat Vella","","","2003-04-23","","","","image/jpeg","1 fotografia","Digital. JPEG. Color","4974. PATRI01647_1","","http://hdl.handle.net/11703/75076","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","PROTECCIÓ ARQUITECTÒNICA B","Font dels Nens","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1998-11-05","2002-01-01","","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1524. NEUQUIBEN2863_23",48.0,"http://hdl.handle.net/11703/74904","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","Quioscos. GASOLINERES","Mòdul servei benzinera N.Foster","image",""
"Cunill, Julio. CBFOTO. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 3. Sants-Montjuïc. Parc de Montjuïc (Barcelona). Reina Maria Cristina, Avinguda (Barcelona). Carles Buïgas, Plaça (Barcelona)","","1985","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUD03FON3187_21",189.0,"http://hdl.handle.net/11703/104889","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. BUIGAS, Carlos","Font Màgica","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 1. Ciutat Vella. Castella, Plaça (Barcelona)","","2009-09-03","2009-10-06","Periel Piquer, Montserrat. Primer pla de la barana model Línia a la zona de la plaça Castella. Situada sobre un muret, el passamà és cilíndric i, igual que els suports, està fet amb acer inoxidable.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","31388. EU223BAR_05",223.0,"http://hdl.handle.net/11703/75394","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","BARANES. ELEMENTS URBANS. Periel Piquer, Montserrat","Barana Inox 50","image",""
"Servei d'Elements Urbans","","","","2003-04-01","Número de fitxa al catàleg actual: 8.1.3.. Quintana, Màrius. Dibuix tècnic d'un quiosc-bar Havana, on es presenta la relació dels elements necessaris per a la seva realització.","","","application/pdf","1 dibuix tècnic","Positiu. Blanc i negre","1718. DEUQUIBAR1_CV512","","http://hdl.handle.net/11703/75052","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","dibuixos tècnics. documents digitalitzats","ELEMENTS URBANS. Quioscos. BARS. QUINTANA, Màrius. SANTA & COLE","Quiosc-Bar Havana","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 4. Les Corts. Mig, Ronda (Barcelona)","","2009-05-13","2009-10-16","Primer pla d'una tanca formada de vàries  baranes de llistons de fusta. Hi han adherit  als extrems dels mateixos unes platines de   reforç. Element de seguretat   per protegir als vianants dels vehicles que  circulen per la calçada en cas d'accident","","","image/jpeg","1 fotografia","Digital. TIFF. Color","31452. EU223TAN_01",223.0,"http://hdl.handle.net/11703/75454","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","ELEMENTS URBANS. TANQUES","Tanca","image",""
"Servei d'Elements Urbans","Rambla, La (Barcelona)","","","2002-01-01","Informació extreta del Catàleg de mobiliari urba de 1990, editat per BCD, Barcelona Centre de Disseny. Clotet, Rosa; Casajoana, Pere. Primer pla de la part superior d'un fanal a  La Rambla.  Està format per una columna i tres   lluminàries, dues de les quals tenen forma   quadrada i es dirigeixen a La Rambla.  La tercera, més elevada, serveix d'enllumenat  al trànsit rodat.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","210. DEUENL7_8",7.0,"http://hdl.handle.net/11703/73598","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS. CLOTET, Rosa","Fanal a La Rambla","image",""
"Ajuntament de Barcelona","","1991","","2002-01-01","Informació extreta de l'obra ""Elements urbans"", de l'autor Josep Ma. Serra.. Henrich, Jordi; Tarrasó, Olga. Primer pla d'una balisa model P.E.P d'acer  galvanitzat.   L'element té forma cilindrica i està pensada  per ubicar-se en zones portuàries de grans  dimensions.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","188. DEUENL5_2",6.0,"http://hdl.handle.net/11703/73576","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS. HENRICH, Jordi. TARRASÓ, Olga","Balisa P.E.P.","image",""
"Cunill, Julio. Servei d'Elements Urbans. CBFOTO","Teatre, Plaça (Barcelona)","","","2002-01-01","Pla general d'una part de la plaça del   Teatre. Es poden veure diferents fanals   de disseny clàssic, realitzats de fosa grisa.  La columna d'aquests elements es ramifica   en cinc lluminàries.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","196. DEUENL6_18",6.0,"http://hdl.handle.net/11703/73584","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS","Fanal a la plaça del Teatre","image",""
"Cunill, Julio. CBFOTO. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 3. Sants-Montjuïc. Parc de Montjuïc (Barcelona). Reina Maria Cristina, Avinguda (Barcelona). Carles Buïgas, Plaça (Barcelona)","","1985","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUD03FON3187_01",189.0,"http://hdl.handle.net/11703/104879","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. BUIGAS, Carlos","Font Màgica","image",""
"Servei d'Elements Urbans","","","1986-02-01","2002-01-01","Data aproximada","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","484. DEUQUIPRE2_4",15.0,"http://hdl.handle.net/11703/73871","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","Quioscos. PREMSA","Quiosc de premsa a la plaça de la Concòrdia","image",""
"Servei d'Elements Urbans","Bolonya (Itàlia)","","","2002-01-01","Primeríssim primer pla d'una xinxeta.  Aquest element de protecció es troba al  damunt d'una marca viària de color groc a  Bolonya, Itàlia.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","439. DEUPIL4_12",14.0,"http://hdl.handle.net/11703/73826","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PILONES I ELEMENTS DE PROTECCIÓ","Xinxeta a Bolonya, Itàlia","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","","","2009-05-13","2009-06-05","Ajuntament de Barcelona. Servei d'Elements Urbans. Primer pla d'una gasolinera,  que es troba a la   zona de les Glories.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","30471. EU223UNISUB_03",223.0,"http://hdl.handle.net/11703/75341","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","ELEMENTS URBANS. GASOLINERES","Unitat de subministrament","image",""
"Servei d'Elements Urbans","","","","2002-01-01","Informació extreta del catàleg de mobiliari urbà de 1990 i editat per l'entitat: Barcelona Centre de Disseny. Canosa, J. Ll.; Martínez Lapeña, J. A.; Torres, El. Primer pla d'un paviment realitzat de llambordes model Palma, Aquestes tenen forma de ""L"" i són resistents al trànsit rodat i de vianants, Sol combinar-se amb zones de gespa. Es presenta de color gris.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","344. DEUPAV1_9",11.0,"http://hdl.handle.net/11703/73732","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PAVIMENTS. ELEMENTS URBANS. CANOSA, Josep Lluís. MARTÍNEZ LAPEÑA, J.A.. TORRES, Elies. ESCOFET","Llamborda Palma","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1993-08-13","2002-01-01","Parc del Laberint","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1338. NEUFON729_11",42.0,"http://hdl.handle.net/11703/74718","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS","Fonts Parc del Laberint","image",""
"Servei d'Elements Urbans","","","","2003-04-01","Número de fitxa al catàleg actual: 6.2.2.. Periel Piquer, Montserrat. Dibuix tècnic d'un edicle de vidre que dona  accés als aparcaments.  Al document s'especifiquen les característiques  tècniques de l'element, així com el material  que s'ha emprat per a la seva realització.","","","application/pdf","1 dibuix tècnic","Positiu. Blanc i negre","1684. DEUEDI1_CV1332","","http://hdl.handle.net/11703/75018","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","dibuixos tècnics. documents digitalitzats","ELEMENTS URBANS. EDICLES. Periel Piquer, Montserrat","Edicle escales_ascensor","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Mar, Rambla (Barcelona)","","1995-04-01","2002-01-01","Data aproximada. Primer pla d'un banc doble realitzat amb  llistons de fusta, ubicat a la rambla de Mar.  Hi ha un home assegut. Davant de   l'element urbà hi ha una paperera  model Barcelona.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","522. NEUBAN1274_9",17.0,"http://hdl.handle.net/11703/73909","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","BANCS. ELEMENTS URBANS","Banc Moll d Espanya","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Adrià, Plaça (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","1961","1993-06-16","2002-01-01","Primer pla de l'escultura pertanyent a la  Font de la lliçó, situada a la plaça Adrià.  Sobre el pedestal d'obra vista, trobem l'escultura  de dues dónes llegint un llibre.  La font és un homenatge a Manuel Carrasco  Formiguera.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1193. NEUFON706_26",38.0,"http://hdl.handle.net/11703/74573","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font de la lliçó","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 5. Sarrià-Sant Gervasi. Canet, Carrer (Barcelona)","","1993-06-17","2002-01-01","Primer pla, de picat, d'una font mural amb   la pila de desguàs de pedra.  L'aixeta de l'element, de llautó, està envoltada  de rajoles de color groc i verd.  La font es situa al carrer Canet.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1210. NEUFON707_25",38.0,"http://hdl.handle.net/11703/74590","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font al carrer Canet","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 3. Sants-Montjuïc. Jardins de Can Sabaté (Barcelona)","","1994-06-21","2002-01-01","Pla general als Jardins de Can Sabaté. Hi destaca una font realitzada a partir de la combinació de lloses de pedra de textura rugosa. També es mostra un estany, bancs de color blanc, d'estil romàntic, i fanals Nikolson.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","748. NEUFON1063_23",24.0,"http://hdl.handle.net/11703/74134","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font als Jardins Can Sabaté","image",""
"Cunill, Julio. CBFOTO. Servei d’Elements Urbans","Barcelona. Districte 1. Ciutat Vella. Rambla, La (Barcelona)","","1987","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUD02ENL4012_12",189.0,"http://hdl.handle.net/11703/104846","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FANALS. CLOTET, Rosa. CASAJOANA, Pere","Fanal a la Rambla","image",""
"Cunill, Julio. CBFOTO. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 3. Sants-Montjuïc. Parc de Montjuïc (Barcelona). Reina Maria Cristina, Avinguda (Barcelona). Carles Buïgas, Plaça (Barcelona)","","1985","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUD03FON3187_14",189.0,"http://hdl.handle.net/11703/104884","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. BUIGAS, Carlos","Font Màgica","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 9. Sant Andreu. Trinitat Vella (Barcelona : Barri). Parc de la Trinitat (Barcelona)","1991","1994-02-03","2011-11-29","Batlle, Enric; Roig, Jordi; Santa & Cole","","","image/jpeg","1 fotografia","Digital. Jpg. Color","-21300. NEUFON0927_01",232.0,"http://hdl.handle.net/11703/73372","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","ELEMENTS URBANS. FONTS. BATLLE, Enric. ROIG, Jordi. SANTA & COLE","Fonts Atlántida al Parc de la Trinitat","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1999-03-23","2002-01-01","Gallego, Moisés; Fernández, Franc. Primer pla d'un quiosc de premsa Condal,  obert.  Tant la persiana enrrotllable, com el  marc  de l'element són d'acer inoxidable.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1566. NEUQUIPRE3074_20",50.0,"http://hdl.handle.net/11703/74945","","CC-BY","openAccess","Ajuntament de Barcelona.","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","Quioscos. PREMSA. GALLEGO, Moisés. FERNÁNDEZ, Franc","Quiosc de premsa Condal","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Enric Granados, Carrer (Barcelona)","","1998-09-01","2002-01-01","Data aproximada. Primer pla d'un carril bici a una zona residencial  del carrer Enric Granados.  El carril queda indicat pel dibuix d'una  bicicleta i un triangle i limitat a partir d'unes  xinxetes.  També es mostren altres elements: bancs, papereres i jardineres.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","590. NEUCARBIC3279_12",19.0,"http://hdl.handle.net/11703/73977","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. Vies ciclistes","Carril bici al carrer Enric Granados","image",""
