"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescriptionabstract","dcformat","dcformatextent","dcidentifierentitat","dcidentifieruri","dcrelation","dcrelationisreferencedby","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 20"
"Cementiris de Barcelona, S.A.","Hospitalet de Llobregat (Catalunya)",2007,2017,"El Cementiri de Sants és un dels cementiris gestionats per Cementiris de Barcelona S.A., encara que territorialment pertany al municipi de l'Hospitalet de Llobregat. Els terrenys van ser comprats per l'antic municipi de Sants, per a la construcció d'aquest cementiri. Es va inaugurar oficialment l'any 1880. Amb l'annexió de Sants a Barcelona, el Cementiri de Sants va passar a l'Ajuntament de Barcelona. Adreça: Passatge del Cementiri, 1, al costat de la Travessera de Collblanc, 60-80. És un cementiri sense grans construccions funeràries, però, Sants és un cementiri força concorregut on es veuen sepultures molt visitades i ben cuidades.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102383","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. CEMENTIRIS. Àngels en l'art. CREUS. Cementiri de Sants (Hospitalet de Llobregat, Catalunya)","Escultura d'àngel davant d'una creu al Cementiri de Sants","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 7. Horta-Guinardó. Vall d'Hebron, Passeig (Barcelona). Cementiri d'Horta, Plaça (Barcelona)",2006,2017,"El cementiri està dividit en quatre illes i va ser inaugurat el setembre de 1867. De construcció neoclàssica, el més destacable és l’església situada al fons, prop del mur, des de la qual es domina el recinte. Al voltant del passadís central, flanquejat de pins i xiprers, estan les sepultures més importants.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102257","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. Àngels en l'art. CEMENTIRIS. CEMENTIRI D'HORTA (BARCELONA). CREUS","Escultura d'un àngel davant una creu al Cementiri d'Horta","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Tres Torres (Barcelona : Barri). Cementiri de Sarrià, Camí (Barcelona)",2006,2017,"Sarrià no es va incorporar a Barcelona fins el 1921. Va ser l’últim municipi annexionat i, fins aleshores, havia estat un poblet que els estius s’omplia d’estiuejants que tenien el domicili principal a Barcelona i, per descomptat, la seva sepultura en un dels dos cementiris que aleshores hi havia a la ciutat, el del Poblenou i el de Montjuïc.Els primers escrits que fan referència al Cementiri de Sarrià es remunten al 1922. Es tracta del llibre de registres, on consten tant els difunts enterrats com les fitxes, en les quals es detallen la construcció de l’oficina, el dipòsit i altres serveis.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102356","","http://www.cbsa.cat/cementiri-sarria/","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. Cementiri de Sarrià (Barcelona)","Panteó al Cementiri de Sarrià","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102511","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Tombes. MONUMENTS FUNERARIS. Cementiri de Sant Gervasi (Barcelona)","Detall d'una calavera a un panteó, al Cementiri de Sant Gervasi","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 7. Horta-Guinardó. Vall d'Hebron, Passeig (Barcelona). Cementiri d'Horta, Plaça (Barcelona)",2006,2017,"El cementiri està dividit en quatre illes i va ser inaugurat el setembre de 1867. De construcció neoclàssica, el més destacable és l’església situada al fons, prop del mur, des de la qual es domina el recinte. Al voltant del passadís central, flanquejat de pins i xiprers, estan les sepultures més importants.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102258","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. Àngels en l'art. CEMENTIRIS. CEMENTIRI D'HORTA (BARCELONA)","Escultura d'un àngel plorant al Cementiri d'Horta","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"El Departament Segon, és la part monumental del cementiri on s'enterrava la burgesia. Es diferencia de la part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102636","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona)","Departament Segon del Cementiri de Poblenou : panteons","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102519","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Tombes. MONUMENTS FUNERARIS. Cementiri de Sant Gervasi (Barcelona)","Detall esculpit a un panteó, al Cementiri de Sant Gervasi","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 7. Horta-Guinardó. Vall d'Hebron, Passeig (Barcelona). Cementiri d'Horta, Plaça (Barcelona)",2006,2017,"El cementiri està dividit en quatre illes i va ser inaugurat el setembre de 1867. De construcció neoclàssica, el més destacable és l’església situada al fons, prop del mur, des de la qual es domina el recinte. Al voltant del passadís central, flanquejat de pins i xiprers, estan les sepultures més importants.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102259","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. IMATGERIA RELIGIOSA. CEMENTIRIS. CEMENTIRI D'HORTA (BARCELONA)","Conjunt escultòric de la verge Maria, Sant Josep i el nen Jesús","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 8. Nou Barris. Porta (Barcelona : Barri). Garrofers, Carrer (Barcelona)",2006,2017,"El cementiri de Sant Andreu fou inaugurat el 1839 i pertanyia a Sant Andreu del Palomar que formava part del Pla de Barcelona. Sembla que fou la primera població del Pla que va disposar de cementiri desprès de la construcció del de Poblenou.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102340","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","SEPULCRES. Tombes. CEMENTIRIS. CEMENTIRI DE SANT ANDREU (BARCELONA)","Vistes generals al Cementiri de Sant Andreu : nínxols","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 3. Sants-Montjuïc. Mare de Déu de Port, Carrer (Barcelona)",2013,2016,"La Col·lecció de Carrosses Fúnebres mostra la tradició funerària de la Barcelona de finals del segle XIX i principis del XX segons la classe social a la qual es pertanyia. Disposa de 13 carrosses originals, entre les quals destaquen cinc pel seu valor artístic i per la seva representativitat cultural de l’època:  Gòtica, Grand Doumont, Imperial, Estufa, Cotxe Usual (Aranya). El grup de les Carrosses Blanques, tenen una simbologia molt precisa: el blanc era el color de la puresa, la fidelitat i de la innocència, per això aquests vehicles s’utilitzaven per transportar nens i dones solteres.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102678","http://www.cbsa.cat/colleccio/la-col%c2%b7leccio/","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Serveis funeraris. Vehicles de tracció animal. Ritus i cerimònies fúnebres. Cementiri de Montjuïc (Barcelona)","Col·lecció de Carrosses Fúnebres, al Cementiri de Montjuïc : cotxe fúnebre blanc","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 8. Nou Barris. Porta (Barcelona : Barri). Garrofers, Carrer (Barcelona)",2007,2017,"El cementiri de Sant Andreu fou inaugurat el 1839 i pertanyia a Sant Andreu del Palomar que formava part del Pla de Barcelona. Sembla que fou la primera població del Pla que va disposar de cementiri desprès de la construcció del de Poblenou.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102326","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Escultures i monuments. DONES. CEMENTIRIS. CEMENTIRI DE SANT ANDREU (BARCELONA)","Escultura de dona al Cementiri de Sant Andreu","image",""
"Cementiris de Barcelona, S.A.","Hospitalet de Llobregat (Catalunya)",2007,2017,"El Cementiri de Sants és un dels cementiris gestionats per Cementiris de Barcelona S.A., encara que territorialment pertany al municipi de l'Hospitalet de Llobregat. Els terrenys van ser comprats per l'antic municipi de Sants, per a la construcció d'aquest cementiri. Es va inaugurar oficialment l'any 1880. Amb l'annexió de Sants a Barcelona, el Cementiri de Sants va passar a l'Ajuntament de Barcelona. Adreça: Passatge del Cementiri, 1, al costat de la Travessera de Collblanc, 60-80. És un cementiri sense grans construccions funeràries, però, Sants és un cementiri força concorregut on es veuen sepultures molt visitades i ben cuidades.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102393","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. SEPULCRES. Tombes. Cementiri de Sants (Hospitalet de Llobregat, Catalunya)","Vistes generals al Cementiri de Sants :  panteó","image",""
"Gilaberte Redondo, Andreu. Cementiris de Barcelona, S.A.","Barcelona. Districte 5. Sarrià-Sant Gervasi. Cementiri de Sant Gervasi, Camí (Barcelona)",2016,2017,"El cementiri de Sant Gervasi és un cementiri protegit com a bé cultural d'interès local i ens mostra gran varietat d'escultures i panteons, molts d'ells monumentals, predominant-hi l'eclecticisme.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102520","","","CC-BY-NC-ND","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització.","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","fotografies","CEMENTIRIS. Tombes. MONUMENTS FUNERARIS. Cementiri de Sant Gervasi (Barcelona)","Detall de panteó, al Cementiri de Sant Gervasi : relleu en forma d'estrella","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 10. Sant Martí. Poblenou (Barcelona : Barri). Carmen Amaya, Carrer (Barcelona). Bisbe Josep Climent, Carrer del (Barcelona)",2014,2016,"El Departament Segon, és la part monumental del cementiri on s'enterrava la burgesia. Es diferencia de la part igualitària del cementiri.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102635","","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","CEMENTIRIS. Mausoleus. Tombes. Cementiri del Poblenou (Barcelona)","Departament Segon del Cementiri de Poblenou : panteons","image",""
"Cementiris de Barcelona, S.A.","Barcelona. Districte 3. Sants-Montjuïc. Mare de Déu de Port, Carrer (Barcelona)",2013,2016,"La Col·lecció de Carrosses Fúnebres mostra la tradició funerària de la Barcelona de finals del segle XIX i principis del XX segons la classe social a la qual es pertanyia. Disposa de 13 carrosses originals, entre les quals destaquen cinc pel seu valor artístic i per la seva representativitat cultural de l’època:  Gòtica, Grand Doumont, Imperial, Estufa, Cotxe Usual (Aranya). El grup de les Carrosses Blanques, tenen una simbologia molt precisa: el blanc era el color de la puresa, la fidelitat i de la innocència, per això aquests vehicles s’utilitzaven per transportar nens i dones solteres.","image/jpeg","1 fotografia","societats mercantils","http://hdl.handle.net/11703/102682","http://www.cbsa.cat/colleccio/la-col%c2%b7leccio/","","CC-BY","openAccess","Còpia permesa amb finalitat d'estudi o recerca, citant la font ""Cementiris de Barcelona"". Per a qualsevol altre ús cal demanar autorització","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","fotografies","Serveis funeraris. Vehicles de tracció animal. Ritus i cerimònies fúnebres. Cementiri de Montjuïc (Barcelona)","Col·lecció de Carrosses Fúnebres, al Cementiri de Montjuïc : faetó","image",""
