"dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrelation","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 27"
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Parc de Collserola (Barcelona)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16484. DBGAMC02_15",51.0,"http://hdl.handle.net/11703/63992","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Parc de Collserola]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16492. DBGAMD01_08",51.0,"http://hdl.handle.net/11703/64000","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Riu Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16488. DBGAMD01_01",51.0,"http://hdl.handle.net/11703/63996","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Riu Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16489. DBGAMD01_03",51.0,"http://hdl.handle.net/11703/63997","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16490. DBGAMD01_04",51.0,"http://hdl.handle.net/11703/63998","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16491. DBGAMD01_07",51.0,"http://hdl.handle.net/11703/63999","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Llobregat]","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Parc de la Ciutadella (Barcelona)","","2005-09-02","2005-10-07","Actualment s'han restaurat les brides del cavall.. Puigjaner, Lluís; Marès, Frederic; (escultors). Pla general, contrapicat, del monument. L'escultura original, obra de Lluís Puigjaner (1884) va ser enderrocada i fosa durant la Guerra Civil i una nova estàtua va ser recreada per l'escultor Frederic Marès el 1940.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27038. 0117a027_03",117.0,"http://hdl.handle.net/11703/65658","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","Escultures i monuments. MONUMENTS EQÜESTRES. RESTAURACIÓ. PRIM, Joan","Estàtua eqüestre a Joan Prim","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Parc de la Ciutadella (Barcelona)","","2005-09-02","2005-10-07","Actualment s'han restaurat les brides del cavall.. Puigjaner, Lluís; Marès, Frederic; (escultors). Pla general, contrapicat, del monument. L'escultura original, obra de Lluís Puigjaner (1884) va ser enderrocada i fosa durant la Guerra Civil i una nova estàtua va ser recreada per l'escultor Frederic Marès el 1940.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27037. 0117a027_02",117.0,"http://hdl.handle.net/11703/65657","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","Escultures i monuments. MONUMENTS EQÜESTRES. RESTAURACIÓ. PRIM, Joan","Estàtua eqüestre a Joan Prim","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Parc de la Ciutadella (Barcelona)","","2005-09-02","2005-10-07","Actualment s'han restaurat les brides del cavall.. Puigjaner, Lluís; Marès, Frederic; (escultors). Pla general, contrapicat, del monument. L'escultura original, obra de Lluís Puigjaner (1884) va ser enderrocada i fosa durant la Guerra Civil i una nova estàtua va ser recreada per l'escultor Frederic Marès el 1940.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27036. 0117a027_01",117.0,"http://hdl.handle.net/11703/65656","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","Escultures i monuments. MONUMENTS EQÜESTRES. RESTAURACIÓ. PRIM, Joan","Estàtua eqüestre a Joan Prim","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Direcció Tècnica d'Urbanisme","","Barcelona. Districte 1. Ciutat Vella. Arc de Sant Cristòfol, Carrer (Barcelona). Mestres Casals i Martorell, Carrer (Barcelona)","","2005-07-13","2005-10-07","Prime rpla d'un carrer de   l'àrea estudiada.. Proposta per construir   una residencia per a la gent gran i centre   de dia. Situat a Ciutat Vella, al Centre Històric   de Barcelona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27034. 0117a026_20",117.0,"http://hdl.handle.net/11703/65654","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","SOLARS. EDIFICIS MUNICIPALS. RESIDÈNCIES","Solar c. Arc de St. Cristòfol, carrer Mestres Casals i Martorell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Direcció Tècnica d'Urbanisme","","Barcelona. Districte 1. Ciutat Vella. Arc de Sant Cristòfol, Carrer (Barcelona). Mestres Casals i Martorell, Carrer (Barcelona)","","2005-07-13","2005-10-07","Pla general, contrapicat d'un terrat de   l'àrea estudiada.. Proposta per construir   una residencia per a la gent gran i centre   de dia. Situat a Ciutat Vella, al Centre Històric   de Barcelona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27032. 0117a026_17",117.0,"http://hdl.handle.net/11703/65652","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","SOLARS. EDIFICIS MUNICIPALS. RESIDÈNCIES","Solar c. Arc de St. Cristòfol, carrer Mestres Casals i Martorell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Direcció Tècnica d'Urbanisme","","Barcelona. Districte 1. Ciutat Vella. Arc de Sant Cristòfol, Carrer (Barcelona). Mestres Casals i Martorell, Carrer (Barcelona)","","2005-07-13","2005-10-07","Pla general, contrapicat d'un terrat de   l'àrea estudiada.. Proposta per construir   una residencia per a la gent gran i centre   de dia. Situat a Ciutat Vella, al Centre Històric   de Barcelona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27033. 0117a026_18",117.0,"http://hdl.handle.net/11703/65653","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","SOLARS. EDIFICIS MUNICIPALS. RESIDÈNCIES","Solar c. Arc de St. Cristòfol, carrer Mestres Casals i Martorell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Direcció Tècnica d'Urbanisme","","Barcelona. Districte 1. Ciutat Vella. Arc de Sant Cristòfol, Carrer (Barcelona). Mestres Casals i Martorell, Carrer (Barcelona)","","2005-07-13","2005-10-07","Pla general, contrapicat d'un terrat de   l'àrea estudiada.. Proposta per construir   una residencia per a la gent gran i centre   de dia. Situat a Ciutat Vella, al Centre Històric   de Barcelona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27031. 0117a026_14",117.0,"http://hdl.handle.net/11703/65651","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","SOLARS. EDIFICIS MUNICIPALS. RESIDÈNCIES","Solar c. Arc de St. Cristòfol, carrer Mestres Casals i Martorell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Direcció Tècnica d'Urbanisme","","Barcelona. Districte 1. Ciutat Vella. Arc de Sant Cristòfol, Carrer (Barcelona). Mestres Casals i Martorell, Carrer (Barcelona)","","2005-07-13","2005-10-07","Pla general, contrapicat d'un terrat de   l'àrea estudiada.. Proposta per construir   una residencia per a la gent gran i centre   de dia. Situat a Ciutat Vella, al Centre Històric   de Barcelona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27030. 0117a026_13",117.0,"http://hdl.handle.net/11703/65650","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","SOLARS. EDIFICIS MUNICIPALS. RESIDÈNCIES","Solar c. Arc de St. Cristòfol, carrer Mestres Casals i Martorell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Direcció Tècnica d'Urbanisme","","Barcelona. Districte 1. Ciutat Vella. Arc de Sant Cristòfol, Carrer (Barcelona). Mestres Casals i Martorell, Carrer (Barcelona)","","2005-07-13","2005-10-07","Prime rpla d'un carrer de   l'àrea estudiada.. Proposta per construir   una residencia per a la gent gran i centre   de dia. Situat a Ciutat Vella, al Centre Històric   de Barcelona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","27035. 0117a026_21",117.0,"http://hdl.handle.net/11703/65655","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","SOLARS. EDIFICIS MUNICIPALS. RESIDÈNCIES","Solar c. Arc de St. Cristòfol, carrer Mestres Casals i Martorell","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16498. DBGAMD02_04",51.0,"http://hdl.handle.net/11703/64006","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Riu Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16497. DBGAMD02_03",51.0,"http://hdl.handle.net/11703/64005","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16499. DBGAMD02_05",51.0,"http://hdl.handle.net/11703/64007","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16496. DBGAMD02_02",51.0,"http://hdl.handle.net/11703/64004","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16502. DBGAMD02_11",51.0,"http://hdl.handle.net/11703/64010","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Riu Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16501. DBGAMD02_09",51.0,"http://hdl.handle.net/11703/64009","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Riu Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16500. DBGAMD02_08",51.0,"http://hdl.handle.net/11703/64008","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Llobregat]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Llobregat (Catalunya : Delta)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16503. DBGAMD02_14",51.0,"http://hdl.handle.net/11703/64011","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Llobregat]","image",""
"Gri Espinagosa, Josep","","Barcelona (Àrea metropolitana)",1977.0,"2007-06-12","2008-03-12","Corporació Metropolitana de Barcelona. Plànol descriptiu del Pla General d'Ordenació Urbana de la Entitat Municipal Metropolitana de Barcelona, fet per la Corporació Metropolitana de Barcelona i aprovat al 19 de juliol del 1976","","","image/jpeg","1 fotografia","Digital. TIFF. Color","28637. 0174a002_02",174.0,"http://hdl.handle.net/11703/65661","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","plànols","Ordenació del territori. Rehabilitació urbana. PLÀNOL D'ORDENACIÓ. CORPORACIÓ METROPOLITANA DE BARCELONA","Pla General Metropolità de Barcelona al 1976","image",""
"Gri Espinagosa, Josep. Direcció d'Urbanisme. Arquitecte en Cap","","Barcelona","","2007-06-07","2008-04-11","Gran pla general de la ciutat de Barcelona des de l'edifici del Parc de Diagonal Mar del carrer de Llull","","","image/jpeg","1 fotografia","Digital. TIFF. C0lor","28933. 0173a034_23",173.0,"http://hdl.handle.net/11703/65666","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","Ciutats","Vistes panoràmiques de Barcelona des de Diagonal Mar","image",""
"Gri Espinagosa, Josep. Direcció d'Urbanisme. Arquitecte en Cap","","Barcelona. Barcelona, Moll (Barcelona)","","2007-06-07","2008-04-11","Gran pla general de la ciutat de Barcelona des de l'edifici del Parc de Diagonal Mar del carrer de Llull. La imatge agafa una panoràmica de la part de costa de la ciutat amb la torre Mapfre, l'Hotel Arts i el World Trade Center del Moll de Barcelona","","","image/jpeg","1 fotografia","Digital. TIFF. C0lor","28935. 0173a034_08",173.0,"http://hdl.handle.net/11703/65668","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","Ciutats. EDIFICIS D'OFICINES. TORRE MAPFRE (BARCELONA). HOTELS. HOTEL ARTS (BARCELONA)","Vistes panoràmiques de Barcelona des de Diagonal Mar","image",""
"Ruiz & Cunill. Sector d'Urbanisme","","Barcelona. Districte 4. Les Corts","","2007-02-09","2008-04-04","Màsters de les fotografies en format JPEG. Celebració de Santa Eulàlia a l'Abadia del Reial Monestir de Santa Maria de Pedralbes amb la presència de l'alcalde de Barcelona, Jordi Hereu","","","image/jpeg","1 fotografia","Digital. JPEG. Color","28854. 0173a007_11",173.0,"http://hdl.handle.net/11703/65663","","","CC-BY-ND","openAccess","","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","MONESTIRS. FESTES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA). HEREU BOHER, Jordi","Celebració de Santa Eulàlia al Monestir de Pedralbes","image",""
"Ruiz & Cunill. Sector d'Urbanisme","","Barcelona. Districte 4. Les Corts","","2007-02-09","2008-04-04","Màsters de les fotografies en format JPEG. Jordi Hereu, alcalde de Barcelona, amb Sor Pierrette, Mare abadessa, al claustre de l'Abadia del Reial Monestir de Santa Maria de Pedralbes, en la celebració de Santa Eulàlia","","","image/jpeg","1 fotografia","Digital. JPEG. Color","28853. 0173a007_06",173.0,"http://hdl.handle.net/11703/65662","","","CC-BY-ND","openAccess","","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","MONESTIRS. FESTES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA). HEREU BOHER, Jordi","Celebració de Santa Eulàlia al Monestir de Pedralbes","image",""
"Ruiz & Cunill. Sector d'Urbanisme","","Barcelona. Districte 4. Les Corts","","2007-02-09","2008-04-04","Màsters de les fotografies en format JPEG. Jordi Hereu, alcalde de Barcelona, Xavier Cassd i Masjoan i Sor Pierrette, Mare abadessa, al claustre de l'Abadia del Reial Monestir de Santa Maria de Pedralbes, en la celebració de Santa Eulàlia","","","image/jpeg","1 fotografia","Digital. JPEG. Color","28855. 0173a007_14",173.0,"http://hdl.handle.net/11703/65664","","","CC-BY-ND","openAccess","","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","MONESTIRS. FESTES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA). HEREU BOHER, Jordi. CASAS MASJOAN, Xavier","Celebració de Santa Eulàlia al Monestir de Pedralbes","image",""
